review_id,customer_name,age,brand,model,price_usd,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,Cluster
11904,Crystal Strickland,18,Xiaomi,Redmi Note 13,658.58,USD,1.0,2.0,Neutral,USA,English,1/17/2024,False,1,2,2,3,2,1,BestBuy,2
11905,Matteo Cardoso,38,Apple,iPhone SE,890.13,BRL,5.7,2.0,Neutral,Brazil,Portuguese,9/17/2025,True,2,1,1,3,2,0,eBay,2
11906,Heinz-Günther Gorlitz,26,Xiaomi,Mi 13 Pro,261.46,EUR,0.93,2.0,Neutral,Germany,German,2/18/2025,True,1,1,2,4,4,2,AliExpress,0
11907,Goran Tschentscher,18,Motorola,Moto G Power,423.46,EUR,0.93,3.0,Neutral,Germany,German,10/6/2025,True,3,3,3,3,2,2,eBay,0
11908,Dipl.-Ing. Anka Speer,64,Google,Pixel 8,521.12,EUR,0.93,2.0,Negative,Germany,German,8/17/2023,False,2,3,2,1,1,2,Flipkart,2
11909,Carly Wilkinson,29,Xiaomi,Redmi Note 13,637.585,GBP,0.78,4.0,Positive,UK,English,4/19/2024,True,3,4,3,2,5,2,Amazon,0
11910,Margaret Lewis,26,Xiaomi,Mi 13 Pro,328.02,CAD,1.38,4.0,Positive,Canada,English,8/28/2023,True,3,3,4,2,2,5,Amazon,0
11911,Ruth Martin-Smith,19,Xiaomi,Redmi Note 13,464.24,GBP,0.78,3.0,Positive,UK,English,8/27/2024,True,3,2,2,1,3,1,BestBuy,0
11912,Melissa Cantu,35,Google,Pixel 6,820.4,AUD,1.53,4.0,Positive,Australia,English,12/4/2024,True,3,2,4,3,4,6,eBay,1
11913,Yuvraj Mane,39,Google,Pixel 6,697.3,INR,83.0,1.0,Negative,India,Hindi,11/16/2024,True,1,1,1,1,1,1,Amazon,2
11914,Juan Sampaio,33,Apple,iPhone 13,1410.77,BRL,5.7,5.0,Positive,Brazil,Portuguese,11/30/2023,True,4,5,4,5,5,3,Amazon,1
11915,Panini Sheth,35,Google,Pixel 6,1001.22,INR,83.0,2.0,Positive,India,Hindi,6/15/2024,True,2,2,2,2,1,3,BestBuy,2
11916,Robert Henry,31,Google,Pixel 6,534.66,CAD,1.38,3.0,Positive,Canada,English,1/15/2024,False,4,3,4,3,2,8,AliExpress,0
11917,Ansh Ray,18,Apple,iPhone 15 Pro,637.585,INR,83.0,2.0,Neutral,India,Hindi,1/9/2024,True,1,2,2,2,2,1,Amazon,2
11918,Derek Clarke,24,Google,Pixel 7a,676.4,GBP,0.78,2.0,Neutral,UK,English,7/12/2025,True,1,2,1,2,2,4,BestBuy,2
11919,James Young,29,OnePlus,OnePlus 12,714.83,AUD,1.53,3.0,Neutral,Australia,English,2/2/2024,True,3,1,5,3,5,3,Flipkart,0
11920,Cameron Jennings,33,Realme,Realme 12 Pro,216.28,GBP,0.78,2.0,Negative,UK,English,7/9/2025,False,4,3,2,2,1,0,AliExpress,2
11921,Samuel Garcia,25,OnePlus,OnePlus 11R,825.61,CAD,1.38,2.0,Neutral,Canada,English,8/30/2025,True,1,1,1,2,2,2,eBay,2
11922,Heather Ellis,37,OnePlus,OnePlus 12,365.78,GBP,0.78,4.0,Positive,UK,English,12/23/2022,True,3,3,4,4,2,4,AliExpress,0
11923,Geza Hettner,35,Samsung,Galaxy S24,637.585,EUR,0.93,3.0,Positive,Germany,German,1/16/2025,True,4,3,1,3,3,4,Flipkart,0
11924,Jamie Kim,28,Google,Pixel 8,565.55,CAD,1.38,2.0,Positive,Canada,English,9/6/2023,True,1,2,3,3,2,7,Amazon,0
11925,Cauã Cirino,18,Apple,iPhone 13,803.06,BRL,5.7,3.0,Neutral,Brazil,Portuguese,3/29/2024,True,1,2,2,3,2,3,eBay,0
11926,Bianca Mack,33,Samsung,Galaxy A55,810.36,AUD,1.53,4.0,Positive,Australia,English,3/10/2025,True,2,3,4,4,3,6,BestBuy,1
11927,Jennifer Powell,35,Samsung,Galaxy Z Flip,759.37,USD,1.0,3.0,Neutral,USA,English,12/9/2023,False,1,3,1,3,1,2,eBay,2
11928,Pamela Roberts,34,Samsung,Galaxy Z Flip,585.22,GBP,0.78,3.0,Positive,UK,English,6/15/2025,True,3,2,3,1,3,8,Flipkart,0
11929,Zehra Weimer B.Eng.,22,Apple,iPhone SE,756.07,EUR,0.93,3.0,Positive,Germany,German,12/1/2023,True,4,2,2,2,3,6,BestBuy,0
11930,Julie Peterson,19,Google,Pixel 6,1099.39,CAD,1.38,2.0,Negative,Canada,English,7/31/2023,True,3,2,4,2,1,3,BestBuy,0
11931,Kevin Guerra,23,Xiaomi,Redmi Note 13,282.17,BRL,5.7,2.0,Neutral,Brazil,Portuguese,5/27/2025,True,1,1,1,3,1,4,Amazon,2
11932,Robert Bentley,26,Motorola,Moto G Power,661.97,AED,3.67,3.0,Positive,UAE,English,4/18/2023,False,2,2,2,3,3,3,eBay,0
11933,Christopher Woods,38,Google,Pixel 7a,800.09,AUD,1.53,5.0,Neutral,Australia,English,2/11/2023,True,4,5,5,4,5,1,Amazon,1
11934,David Watts,29,Apple,iPhone 13,725.86,CAD,1.38,4.0,Positive,Canada,English,6/2/2023,True,3,4,3,3,2,8,Amazon,0
11935,Elizabeth Green,28,OnePlus,OnePlus 12,886.22,AED,3.67,5.0,Positive,UAE,English,9/26/2024,False,4,4,5,5,5,6,Flipkart,1
11936,Mark Murphy,38,Apple,iPhone 14,816.46,AUD,1.53,2.0,Positive,Australia,English,6/19/2025,True,2,3,1,2,2,7,Amazon,0
11937,Robert Gonzales,18,Samsung,Galaxy Z Flip,487.03,USD,1.0,3.0,Positive,USA,English,9/16/2025,True,2,2,3,1,3,5,AliExpress,0
11938,Mrs June Sanderson,36,Realme,Realme Narzo 70,257.35,GBP,0.78,3.0,Negative,UK,English,2/19/2024,True,4,2,2,3,2,7,AliExpress,0
11939,Kelly Wilson,18,Motorola,Edge 50,255.37,AED,3.67,5.0,Positive,UAE,English,2/15/2025,False,4,4,4,4,3,5,eBay,1
11940,Barbara Bryant,34,Motorola,Moto G Power,794.41,USD,1.0,4.0,Positive,USA,English,1/2/2023,True,4,4,4,2,2,6,Flipkart,1
11941,Zoe Vargas,29,Apple,iPhone 15 Pro,1191.82,BRL,5.7,4.0,Positive,Brazil,Portuguese,10/21/2023,True,4,3,5,3,3,4,Flipkart,1
11942,Hanni auch Schlauchin B.Eng.,29,Google,Pixel 8,766.8,EUR,0.93,5.0,Positive,Germany,German,2/7/2025,True,5,5,3,4,5,4,BestBuy,1
11943,Davi Lucas da Cunha,18,Xiaomi,Redmi Note 13,556.27,BRL,5.7,4.0,Positive,Brazil,Portuguese,5/6/2024,True,3,5,4,3,3,3,Amazon,1
11944,Bhavini Yadav,33,Apple,iPhone 15 Pro,1077.55,INR,83.0,3.0,Positive,India,Hindi,4/24/2023,True,3,4,4,2,5,1,Amazon,0
11945,Alexander Gulati,25,Motorola,Razr 40,693.62,INR,83.0,3.0,Positive,India,Hindi,5/10/2024,True,5,5,4,4,3,9,Amazon,1
11946,Dayamai Chokshi,49,Realme,Realme Narzo 70,637.585,INR,83.0,5.0,Positive,India,Hindi,11/16/2024,True,5,4,5,4,3,5,Flipkart,1
11947,Ronald Collins,27,OnePlus,OnePlus 11R,648.81,AED,3.67,4.0,Positive,UAE,English,4/5/2023,True,3,3,2,4,2,6,eBay,0
11948,Asta Dobes,36,Samsung,Galaxy Z Flip,1087.78,EUR,0.93,3.0,Positive,Germany,German,7/19/2025,True,2,3,3,2,2,5,Flipkart,0
11949,Bachittar Chaudhry,18,Realme,Realme Narzo 70,421.34,INR,83.0,3.0,Positive,India,Hindi,1/20/2024,True,5,2,1,1,4,7,Flipkart,0
11950,Julia Walker,18,Apple,iPhone 13,990.58,CAD,1.38,3.0,Negative,Canada,English,7/13/2025,True,4,3,5,2,3,2,eBay,0
11951,Stacie Soto,19,Google,Pixel 7a,931.47,AED,3.67,5.0,Positive,UAE,English,4/5/2025,True,4,4,4,4,3,5,AliExpress,1
11952,Marissa Shepard,26,Samsung,Galaxy Note 20,1072.89,AED,3.67,4.0,Positive,UAE,English,2/20/2024,True,4,5,5,3,3,4,Amazon,1
11953,Baghyawati Anand,18,OnePlus,OnePlus Nord 3,877.45,INR,83.0,1.0,Negative,India,Hindi,9/3/2025,True,1,1,1,1,1,2,eBay,2
11954,Davi Luiz Marques,34,OnePlus,OnePlus 11R,666.18,BRL,5.7,2.0,Negative,Brazil,Portuguese,10/28/2024,False,2,1,1,2,2,2,Amazon,2
11955,Krishna Savant,38,Realme,Realme 12 Pro,557.64,INR,83.0,5.0,Positive,India,Hindi,11/20/2024,True,4,4,5,5,2,4,Amazon,1
11956,Suzanne Cruz,27,Motorola,Edge 50,256.47,AED,3.67,2.0,Neutral,UAE,English,12/9/2024,True,1,1,1,1,3,1,eBay,2
11957,Cosima Schleich,33,Apple,iPhone SE,1361.52,EUR,0.93,3.0,Positive,Germany,German,10/28/2022,True,3,3,4,4,1,6,Amazon,0
11958,Anne Hayes,21,Apple,iPhone 13,1275.87,CAD,1.38,2.0,Neutral,Canada,English,12/17/2023,True,2,2,2,3,3,5,Amazon,0
11959,Prof. Therese Herrmann B.Sc.,20,Samsung,Galaxy A55,551.91,EUR,0.93,5.0,Positive,Germany,German,1/16/2025,True,5,5,4,5,5,1,Flipkart,1
11960,Matthäus Gröttner,21,Apple,iPhone 15 Pro,846.28,EUR,0.93,3.0,Positive,Germany,German,12/5/2022,True,2,3,2,1,1,3,BestBuy,2
11961,Tricia Sherman,24,Google,Pixel 6,921.7,USD,1.0,3.0,Positive,USA,English,5/3/2025,True,2,2,1,4,3,6,eBay,0
11962,Carol Reid,42,Motorola,Razr 40,313.68,USD,1.0,2.0,Positive,USA,English,7/8/2024,False,1,4,2,1,2,7,eBay,0
11963,Brent Williamson,27,Realme,Realme Narzo 70,547.6,CAD,1.38,1.0,Negative,Canada,English,6/17/2024,False,1,2,1,1,2,1,Amazon,2
11964,Dr. Arthur Gabriel Cassiano,23,Xiaomi,Redmi Note 13,331.17,BRL,5.7,3.0,Neutral,Brazil,Portuguese,10/4/2025,True,3,4,4,1,1,2,Amazon,0
11965,Adrian Hall,18,Xiaomi,Poco X6,407.19,GBP,0.78,2.0,Neutral,UK,English,11/17/2023,True,2,2,1,2,1,2,Amazon,2
11966,Ms Lynne Hart,39,Apple,iPhone SE,1363.83,GBP,0.78,1.0,Negative,UK,English,3/2/2025,True,1,1,1,1,1,0,Flipkart,2
11967,Gary Whittaker,37,OnePlus,OnePlus 11R,454.11,GBP,0.78,4.0,Positive,UK,English,7/10/2023,False,2,3,4,3,5,3,Amazon,1
11968,Harriet Shaw,22,Realme,Realme 12 Pro,300.04,GBP,0.78,4.0,Positive,UK,English,3/2/2024,True,2,2,1,3,4,5,BestBuy,0
11969,Pranav Sachdev,33,Motorola,Moto G Power,585.06,INR,83.0,2.0,Negative,India,Hindi,12/28/2022,False,2,2,1,1,2,3,eBay,2
11970,Julia Bailey,30,Samsung,Galaxy S24,599.26,GBP,0.78,2.0,Negative,UK,English,4/9/2025,True,1,1,2,1,2,1,BestBuy,2
11971,Mesut Dussen van,32,Samsung,Galaxy A55,614.57,EUR,0.93,2.0,Positive,Germany,German,1/15/2025,True,1,2,1,1,1,2,eBay,2
11972,Kayla Smith,28,Samsung,Galaxy S24,969.42,AED,3.67,1.0,Neutral,UAE,English,11/10/2023,True,1,1,1,1,1,0,Amazon,2
11973,Aadi Natarajan,24,OnePlus,OnePlus 11R,637.585,INR,83.0,3.0,Positive,India,Hindi,8/21/2023,True,3,5,2,4,3,6,Amazon,1
11974,Zoe Cassiano,28,Realme,Realme 12 Pro,414.04,BRL,5.7,3.0,Positive,Brazil,Portuguese,2/16/2025,True,2,5,3,2,3,5,Flipkart,0
11975,Sharon Fitzgerald,43,Xiaomi,Poco X6,203.29,CAD,1.38,3.0,Neutral,Canada,English,6/26/2025,True,2,4,3,4,1,1,Amazon,0
11976,Nathaniel Boone,18,Xiaomi,Redmi Note 13,507.68,AUD,1.53,3.0,Positive,Australia,English,6/19/2023,False,2,4,3,4,2,8,Flipkart,0
11977,Perry Lee,37,OnePlus,OnePlus 11R,691.09,CAD,1.38,2.0,Negative,Canada,English,9/26/2024,True,1,1,1,3,1,5,AliExpress,2
11978,William Daniels,30,OnePlus,OnePlus 12,568.67,AUD,1.53,3.0,Negative,Australia,English,8/10/2024,False,2,4,2,4,3,2,BestBuy,0
11979,Carolyn Martin,31,Xiaomi,Redmi Note 13,209.5,AED,3.67,3.0,Positive,UAE,English,4/26/2025,True,3,3,3,2,3,5,Flipkart,0
11980,Kritika Raman,28,Motorola,Moto G Power,676.17,INR,83.0,2.0,Neutral,India,Hindi,7/8/2023,True,1,2,1,2,1,2,Amazon,2
11981,Derrick Bailey,29,Realme,Realme Narzo 70,464.27,USD,1.0,1.0,Negative,USA,English,10/8/2025,True,1,1,1,1,1,4,Flipkart,2
11982,Bento Machado,27,OnePlus,OnePlus 12,352.77,BRL,5.7,2.0,Negative,Brazil,Portuguese,10/26/2022,False,1,1,2,1,1,0,AliExpress,2
11983,Carolina Marques,56,Google,Pixel 8,1065.17,BRL,5.7,3.0,Neutral,Brazil,Portuguese,5/18/2023,False,2,2,1,3,1,2,Flipkart,2
11984,Carol Underwood,23,Motorola,Moto G Power,446.0,USD,1.0,3.0,Positive,USA,English,5/2/2025,True,2,1,1,3,4,0,AliExpress,0
11985,Eduardo Ribeiro,31,Xiaomi,Mi 13 Pro,461.89,BRL,5.7,4.0,Positive,Brazil,Portuguese,3/7/2025,True,2,3,4,4,5,3,AliExpress,1
11986,Tarak Natarajan,47,Realme,Realme Narzo 70,447.64,INR,83.0,4.0,Neutral,India,Hindi,2/3/2025,True,4,5,4,4,4,3,BestBuy,1
11987,Cynthia Silva,21,Xiaomi,Mi 13 Pro,324.87,AUD,1.53,1.0,Negative,Australia,English,10/18/2025,True,1,1,1,1,1,3,Amazon,2
11988,Christina Aguilar,22,Motorola,Edge 50,538.91,CAD,1.38,3.0,Neutral,Canada,English,7/7/2025,False,1,1,1,3,2,3,Amazon,2
11989,Dr Brandon Waters,20,Samsung,Galaxy A55,1341.89,GBP,0.78,3.0,Neutral,UK,English,6/4/2025,False,3,2,3,1,2,8,Amazon,0
11990,Miss Katy Nicholson,30,Motorola,Edge 50,303.11,GBP,0.78,2.0,Negative,UK,English,5/25/2025,True,2,3,1,2,3,5,BestBuy,0
11991,Pauline Singh,30,Realme,Realme 12 Pro,412.24,GBP,0.78,2.0,Neutral,UK,English,5/2/2024,False,1,2,2,1,3,2,BestBuy,2
11992,Yamini Pall,18,Apple,iPhone 14,1083.65,INR,83.0,1.0,Negative,India,Hindi,9/28/2024,True,3,2,3,1,1,1,AliExpress,2
11993,Yutika Kant,28,Google,Pixel 7a,649.97,INR,83.0,1.0,Negative,India,Hindi,12/3/2023,False,2,1,1,1,1,0,AliExpress,2
11994,Daniel Black,18,Motorola,Razr 40,377.77,CAD,1.38,3.0,Negative,Canada,English,5/25/2025,False,2,2,3,1,3,1,BestBuy,0
11995,Radhika Bumb,30,Motorola,Edge 50,384.09,INR,83.0,3.0,Neutral,India,Hindi,8/16/2025,True,2,2,4,2,2,5,BestBuy,0
11996,Inaya Nagi,27,Samsung,Galaxy Z Flip,1120.78,INR,83.0,4.0,Positive,India,Hindi,3/2/2025,False,3,2,2,4,2,3,eBay,0
11997,Ing. Daria Bähr B.A.,18,Realme,Realme Narzo 70,445.86,EUR,0.93,2.0,Neutral,Germany,German,4/20/2025,True,2,2,1,2,1,3,eBay,2
11998,Dillon Richards,29,OnePlus,OnePlus 11R,993.06,AUD,1.53,3.0,Positive,Australia,English,8/26/2025,True,1,1,3,3,3,2,AliExpress,0
11999,Veronica Hutchinson,19,OnePlus,OnePlus 11R,985.67,AED,3.67,2.0,Neutral,UAE,English,5/26/2025,True,3,3,3,2,2,2,eBay,0
12000,Jeffrey Knight,26,Apple,iPhone 14,738.35,AED,3.67,4.0,Positive,UAE,English,6/22/2025,True,5,3,5,3,3,7,eBay,1
12001,Marissa Lopez,21,OnePlus,OnePlus 11R,860.49,AED,3.67,2.0,Negative,UAE,English,5/4/2025,True,1,1,1,2,1,4,AliExpress,2
12002,Aylla da Mota,23,OnePlus,OnePlus 12,490.83,BRL,5.7,2.0,Neutral,Brazil,Portuguese,3/14/2024,True,2,1,2,1,3,0,eBay,2
12003,Tammy Miller,27,Xiaomi,Poco X6,430.88,AUD,1.53,5.0,Positive,Australia,English,2/9/2023,True,4,4,5,3,5,4,BestBuy,1
12004,Lisa Martinez,30,Xiaomi,Mi 13 Pro,637.585,AUD,1.53,4.0,Positive,Australia,English,6/20/2025,True,3,4,2,3,3,7,eBay,0
12005,Prof. Fredy Kallert,18,Samsung,Galaxy A55,1209.06,EUR,0.93,4.0,Positive,Germany,German,12/31/2024,True,4,5,5,4,3,6,AliExpress,1
12006,Parker Nelson,18,Realme,Realme Narzo 70,261.18,USD,1.0,3.0,Neutral,USA,English,11/25/2023,False,2,3,2,1,3,0,BestBuy,0
12007,Andrew Melton,33,Google,Pixel 6,1023.6,USD,1.0,3.0,Positive,USA,English,8/5/2024,True,3,1,3,3,1,2,AliExpress,0
12008,Julia Walker,43,Google,Pixel 7a,646.25,GBP,0.78,2.0,Neutral,UK,English,1/1/2025,True,2,2,2,4,4,2,eBay,0
12009,Hannah Fernandez,42,Apple,iPhone SE,783.5,CAD,1.38,2.0,Negative,Canada,English,11/25/2022,True,1,2,1,1,3,1,BestBuy,2
12010,Ester Almeida,48,Xiaomi,Mi 13 Pro,225.69,BRL,5.7,3.0,Neutral,Brazil,Portuguese,1/16/2023,True,3,4,3,2,1,4,BestBuy,0
12011,Ishani Shan,28,Xiaomi,Poco X6,637.585,INR,83.0,5.0,Positive,India,Hindi,11/23/2022,True,4,4,4,4,5,4,Amazon,1
12012,Steven Mitchell,18,Motorola,Razr 40,276.79,AED,3.67,5.0,Positive,UAE,English,9/13/2023,True,3,3,4,3,3,1,AliExpress,0
12013,Sanya Nagy,32,Motorola,Edge 50,587.78,INR,83.0,3.0,Positive,India,Hindi,9/21/2025,True,3,4,4,1,3,4,BestBuy,0
12014,Terry Anderson,27,Apple,iPhone 13,822.42,CAD,1.38,5.0,Positive,Canada,English,4/8/2024,True,4,5,3,3,5,5,Amazon,1
12015,Summer Malone DVM,43,Apple,iPhone 13,837.29,USD,1.0,4.0,Positive,USA,English,8/7/2024,True,3,3,5,2,4,6,eBay,1
12016,James Campbell,35,Google,Pixel 6,950.41,GBP,0.78,3.0,Positive,UK,English,2/18/2025,False,3,2,3,3,1,4,Flipkart,0
12017,Robert Daniel,20,Apple,iPhone 15 Pro,1366.17,AUD,1.53,3.0,Neutral,Australia,English,10/24/2022,True,2,3,4,2,3,1,BestBuy,0
12018,Lucca Sales,31,Motorola,Razr 40,348.22,BRL,5.7,3.0,Positive,Brazil,Portuguese,8/1/2025,True,3,3,3,2,5,10,eBay,1
12019,Bethany Clark,23,Samsung,Galaxy Z Flip,1140.62,USD,1.0,2.0,Negative,USA,English,6/15/2023,False,1,1,2,3,3,1,Amazon,2
12020,Lindsey Birch-Houghton,25,Realme,Realme Narzo 70,294.58,GBP,0.78,4.0,Positive,UK,English,9/17/2025,True,5,3,3,4,3,7,AliExpress,1
12021,John Johnson,24,OnePlus,OnePlus Nord 3,637.45,AED,3.67,5.0,Positive,UAE,English,5/20/2023,True,3,3,5,4,5,5,BestBuy,1
12022,Haley Armstrong,23,Realme,Realme 12 Pro,329.08,AUD,1.53,4.0,Positive,Australia,English,12/22/2022,True,4,5,5,5,4,2,Amazon,1
12023,Dr Diane Brookes,52,Google,Pixel 6,1041.36,GBP,0.78,2.0,Negative,UK,English,12/14/2023,True,2,2,2,2,1,2,Amazon,2
12024,Amber Mcmillan,24,Xiaomi,Mi 13 Pro,637.585,AED,3.67,3.0,Negative,UAE,English,10/25/2024,True,1,2,1,2,1,2,eBay,2
12025,Stephanie Monroe,18,Google,Pixel 7a,591.4,AED,3.67,3.0,Positive,UAE,English,1/26/2025,False,3,2,2,2,3,4,BestBuy,0
12026,Raquel da Paz,27,Apple,iPhone 15 Pro,1105.91,BRL,5.7,3.0,Positive,Brazil,Portuguese,10/2/2024,True,4,4,1,4,3,7,AliExpress,0
12027,Ms Margaret Curtis,27,Google,Pixel 7a,1034.29,GBP,0.78,1.0,Negative,UK,English,1/24/2025,False,1,1,1,2,1,1,Flipkart,2
12028,Jeffrey Caldwell,40,Realme,Realme Narzo 70,349.36,USD,1.0,4.0,Positive,USA,English,5/16/2025,True,4,5,4,4,4,7,Amazon,1
12029,Luke Trevino,47,Realme,Realme Narzo 70,232.07,AED,3.67,2.0,Neutral,UAE,English,9/3/2025,True,1,2,3,1,1,5,eBay,2
12030,Mike Gallegos,38,Google,Pixel 7a,830.94,AED,3.67,5.0,Positive,UAE,English,11/14/2023,True,4,3,5,4,4,5,eBay,1
12031,Joe Burton,41,Motorola,Moto G Power,412.19,AUD,1.53,3.0,Neutral,Australia,English,9/4/2025,True,3,5,2,4,4,3,BestBuy,1
12032,Adrian Baker,18,Google,Pixel 6,541.06,CAD,1.38,5.0,Positive,Canada,English,5/19/2023,True,5,3,4,5,5,4,Amazon,1
12033,Christian Lee,39,Google,Pixel 6,1080.65,AUD,1.53,5.0,Positive,Australia,English,2/24/2024,True,4,5,5,3,4,6,AliExpress,1
12034,Kristy Hutchinson,30,Motorola,Edge 50,211.98,USD,1.0,2.0,Neutral,USA,English,9/30/2024,True,1,1,2,3,1,1,eBay,2
12035,William Mckenzie,35,Realme,Realme Narzo 70,459.45,AUD,1.53,4.0,Positive,Australia,English,3/2/2025,False,3,3,2,4,5,3,AliExpress,1
12036,Ester Montenegro,18,Google,Pixel 8,1077.76,BRL,5.7,5.0,Positive,Brazil,Portuguese,11/5/2024,True,5,5,4,5,5,4,eBay,1
12037,Tyler Ward,43,OnePlus,OnePlus 12,873.15,AUD,1.53,1.0,Negative,Australia,English,4/28/2024,True,1,1,1,1,1,2,BestBuy,2
12038,Sr. Lucas Moraes,31,Realme,Realme Narzo 70,439.49,BRL,5.7,5.0,Positive,Brazil,Portuguese,7/25/2024,False,5,5,5,5,4,2,eBay,1
12039,Shaun Singh,31,Realme,Realme Narzo 70,241.64,GBP,0.78,4.0,Positive,UK,English,2/7/2025,True,4,5,4,5,5,2,BestBuy,1
12040,Nathaniel Simmons,18,Google,Pixel 7a,955.99,USD,1.0,2.0,Negative,USA,English,6/10/2024,True,3,2,1,1,1,2,eBay,2
12041,Walter Woods,30,OnePlus,OnePlus 11R,619.51,AUD,1.53,4.0,Positive,Australia,English,7/9/2023,True,3,5,3,3,4,3,Amazon,1
12042,Dayita Uppal,23,Google,Pixel 7a,639.9,INR,83.0,4.0,Positive,India,Hindi,10/25/2024,True,4,3,2,3,3,5,Amazon,0
12043,Engin Bien,26,Xiaomi,Poco X6,631.14,EUR,0.93,4.0,Positive,Germany,German,1/9/2023,True,2,4,1,4,5,4,BestBuy,0
12044,Greg Green,44,Google,Pixel 7a,904.29,USD,1.0,3.0,Positive,USA,English,7/13/2025,True,3,4,3,2,2,7,AliExpress,0
12045,Samuel Allen,24,Xiaomi,Poco X6,229.9,CAD,1.38,5.0,Positive,Canada,English,9/11/2024,False,5,4,5,5,4,9,BestBuy,1
12046,Hannah Richards,20,Google,Pixel 7a,1084.74,CAD,1.38,4.0,Positive,Canada,English,7/5/2025,True,3,5,3,3,4,1,eBay,1
12047,Katie Roberts,23,Apple,iPhone 15 Pro,734.91,AED,3.67,2.0,Positive,UAE,English,10/31/2022,False,1,1,2,3,1,2,Flipkart,2
12048,Bryan Lyons,27,Motorola,Edge 50,219.09,USD,1.0,1.0,Negative,USA,English,5/21/2024,True,2,1,1,2,1,1,Flipkart,2
12049,Falguni Rajan,33,Xiaomi,Poco X6,621.75,INR,83.0,3.0,Negative,India,Hindi,9/16/2023,True,2,2,2,3,1,1,AliExpress,2
12050,Karen Simmons,34,Samsung,Galaxy S24,662.39,AED,3.67,5.0,Positive,UAE,English,3/25/2024,False,5,5,2,5,4,4,BestBuy,1
12051,Bianca Azevedo,35,Motorola,Razr 40,380.26,BRL,5.7,2.0,Neutral,Brazil,Portuguese,1/10/2025,True,2,3,1,2,2,1,BestBuy,2
12052,Naomi North,24,Xiaomi,Mi 13 Pro,536.85,GBP,0.78,4.0,Positive,UK,English,4/27/2023,True,4,5,4,2,5,4,Amazon,1
12053,Ridhi Patla,42,Google,Pixel 8,754.66,INR,83.0,2.0,Negative,India,Hindi,8/4/2025,True,3,1,2,2,2,2,Flipkart,2
12054,Marcela Duarte,18,Xiaomi,Redmi Note 13,320.59,BRL,5.7,2.0,Neutral,Brazil,Portuguese,3/15/2025,False,1,1,1,2,2,5,Amazon,2
12055,Nihal Gokhale,31,Google,Pixel 6,577.62,INR,83.0,5.0,Positive,India,Hindi,4/2/2025,False,3,3,2,4,4,1,AliExpress,0
12056,Meik Grein Groth,33,Apple,iPhone 14,847.64,EUR,0.93,1.0,Positive,Germany,German,11/8/2023,True,1,1,2,1,1,3,eBay,2
12057,Maria Roberts,27,Realme,Realme Narzo 70,473.72,CAD,1.38,5.0,Positive,Canada,English,6/4/2025,True,3,5,2,5,5,9,BestBuy,1
12058,Turvi Chahal,31,Apple,iPhone SE,900.17,INR,83.0,3.0,Negative,India,Hindi,2/24/2023,False,3,4,2,1,1,2,BestBuy,0
12059,Paul Taylor,37,Motorola,Razr 40,525.62,GBP,0.78,2.0,Negative,UK,English,10/3/2025,True,2,1,2,2,2,0,Flipkart,2
12060,Michael Murray,40,Google,Pixel 6,1087.81,AUD,1.53,3.0,Positive,Australia,English,8/18/2023,True,3,3,2,2,3,6,eBay,0
12061,Ronald Gardner,30,OnePlus,OnePlus 11R,464.51,CAD,1.38,2.0,Negative,Canada,English,10/25/2022,True,1,2,2,1,1,3,eBay,2
12062,Kelly Munoz,38,Apple,iPhone 13,735.31,AED,3.67,4.0,Positive,UAE,English,9/2/2024,True,3,3,3,3,5,3,eBay,1
12063,Florian Hauffer,29,Motorola,Moto G Power,475.94,EUR,0.93,2.0,Negative,Germany,German,9/19/2025,True,1,1,1,3,3,10,eBay,0
12064,Prof. Pascale Hiller,24,Samsung,Galaxy S24,856.07,EUR,0.93,4.0,Positive,Germany,German,10/21/2024,True,4,3,5,4,4,7,AliExpress,1
12065,Liselotte Haering,18,Motorola,Razr 40,637.585,EUR,0.93,2.0,Negative,Germany,German,7/5/2025,True,2,2,1,2,1,2,AliExpress,2
12066,Rhavi Gomes,20,Realme,Realme 12 Pro,396.61,BRL,5.7,5.0,Positive,Brazil,Portuguese,10/9/2025,True,4,5,5,2,5,6,eBay,1
12067,Yasmin Pacheco,20,Google,Pixel 8,784.74,BRL,5.7,2.0,Neutral,Brazil,Portuguese,9/16/2023,False,3,1,1,1,1,2,BestBuy,2
12068,Jennifer Myers,27,Realme,Realme 12 Pro,347.3,AUD,1.53,4.0,Positive,Australia,English,3/11/2023,False,3,4,3,2,1,10,BestBuy,0
12069,Tripti Rajagopal,31,OnePlus,OnePlus Nord 3,743.55,INR,83.0,5.0,Positive,India,Hindi,2/11/2024,True,4,4,3,4,5,5,Amazon,1
12070,Emily Craig,29,Xiaomi,Redmi Note 13,485.73,CAD,1.38,4.0,Positive,Canada,English,2/6/2025,True,3,4,3,5,5,4,eBay,1
12071,Gabriel Barros,23,Apple,iPhone 13,1117.41,BRL,5.7,2.0,Negative,Brazil,Portuguese,6/8/2025,True,2,1,1,2,3,1,AliExpress,2
12072,Evan Swanson,31,Google,Pixel 8,1048.54,AUD,1.53,4.0,Positive,Australia,English,10/4/2025,True,5,5,4,5,4,4,eBay,1
